model,architecture,architecture_kind,model_deployment_policy,context_tokens,batch_size,feasible,stages,resident_users_required,max_batch_per_stage,official_packed_weight_bytes_per_step,deployed_weight_bytes_per_step,kv_read_bytes_per_user_token,kv_write_bytes_per_user_token,tensor_operations_per_user_token,step_interval_s,per_user_token_latency_s,aggregate_tokens_s,per_user_tokens_s,deployed_weight_read_bytes_s,kv_read_bytes_s,kv_write_bytes_s,hbm_total_bytes_s,rom_array_bytes_s,sram_weight_bytes_s,sram_kv_bytes_s,tensor_operations_s,partial_tco_per_million_tokens,power_w,binding_constraint
DeepSeek-V4-Flash-0731,NVIDIA-B300-x4,gpu,official_packed,8192,8,True,1,8,14031,33202065409.85159,33202065409.85159,28966912.0,50912.0,29539565568.0,0.0020491361749388156,0.0020491361749388156,3904.084119855465,488.0105149819331,16202957039125.502,113089261140.4507,198764730.71008143,16316245064996.662,0.0,0.0,0.0,115324948841458.08,0.4185043220606018,7250.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x8,gpu,official_packed,8192,8,True,1,8,30755,33202065409.85159,33202065409.85159,28966912.0,50912.0,29539565568.0,0.0011883201896986035,0.0011883201896986035,6732.192273892998,841.5240342366247,27940336028686.6,195010821164.93835,342749373.04844034,28135689599224.59,0.0,0.0,0.0,198866035091045.22,0.4853919826929891,14500.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x16,gpu,official_packed,8192,8,True,1,8,64201,33202065409.85159,33202065409.85159,28966912.0,50912.0,29539565568.0,0.0009645238480732149,0.000964523848073215,8294.248002246117,1036.7810002807646,34423270587013.31,240258751987.23907,422276754.2903543,34663951615754.84,0.0,0.0,0.0,245008482699602.2,0.7879562209402045,29000.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-conservative,rom,official_packed,8192,8,True,2,16,12058,33202065409.85159,33202065409.85159,28966912.0,50912.0,29539565568.0,0.00034216228614720415,0.0006846564922944083,23380.718226082525,1460.5864564999863,97036016983962.64,677267207351.7286,1190359126.3263135,678457566478.0549,97036016983962.64,0.0,0.0,690656259066297.4,0.17800218505746057,30000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-central,rom,official_packed,8192,8,True,1,8,20904,33202065409.85159,33202065409.85159,28966912.0,50912.0,29539565568.0,0.00010432763383446024,0.00010432763383446024,76681.50523469015,9585.188154336269,318248044066007.44,2221226414160.809,3904008794.508545,2225130422955.3174,318248044066007.44,0.0,0.0,2265138351733065.0,0.034516382654355686,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-aggressive,rom,official_packed,8192,8,True,1,8,29265,33202065409.85159,33202065409.85159,28966912.0,50912.0,29539565568.0,3.060587915179698e-05,3.060587915179698e-05,261387.68830400653,32673.461038000816,1084826390549940.5,7571594164985.586,13307769986.93358,7584901934972.52,1084826390549940.5,0.0,0.0,7721278757324148.0,0.01012583337174712,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-B300-x1,gpu,official_packed,8192,32,True,1,32,1489,86037911455.85335,86037911455.85335,28966912.0,50912.0,29539565568.0,0.020110014272200737,0.020110014272200737,1591.2470059375091,49.72646893554716,4278361531288.8486,46093511991.2553,81013567.56629047,4324536056847.6704,0.0,0.0,0.0,47004745266774.734,0.2566974315978442,1812.5,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x2,gpu,official_packed,8192,32,True,1,32,5669,86037911455.85335,86037911455.85335,28966912.0,50912.0,29539565568.0,0.01023575202080625,0.01023575202080625,3126.2969183850378,97.69677869953243,8405626795272.47,90559167720.73058,159166028.70881903,8496345129021.909,0.0,0.0,0.0,92349452805671.17,0.2613117244621298,3625.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x4,gpu,official_packed,8192,32,True,1,32,14031,86037911455.85335,86037911455.85335,28966912.0,50912.0,29539565568.0,0.005258836688050184,0.005258836688050184,6084.995959793652,190.15612374355163,16360635737435.988,176263542487.69827,309799314.30501443,16537209079237.992,0.0,0.0,0.0,179748137135339.7,0.2685089831847775,7250.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x8,gpu,official_packed,8192,32,True,1,32,30755,86037911455.85335,86037911455.85335,28966912.0,50912.0,29539565568.0,0.0028209672863093,0.0028209672863093,11343.626760686731,354.48833627146035,30499436088256.67,328589838137.6576,577526725.6400828,30828603453119.97,0.0,0.0,0.0,335085806476225.1,0.28806943534322693,14500.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x16,gpu,official_packed,8192,32,True,1,32,64201,86037911455.85335,86037911455.85335,28966912.0,50912.0,29539565568.0,0.0018561349723599367,0.0018561349723599367,17240.125570886903,538.7539240902157,46353262417367.516,499393200280.8307,877729273.064994,46853533346921.414,0.0,0.0,0.0,509265819701767.1,0.37908681607441896,29000.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-conservative,rom,official_packed,8192,32,True,2,64,12058,86037911455.85335,86037911455.85335,28966912.0,50912.0,29539565568.0,0.0005145841039384102,0.0010295001278768203,62186.14169206835,971.3451926056001,167198929771353.97,1801340494013.675,3166020845.826584,1804506514859.5017,167198929771353.97,0.0,0.0,1836951609933791.5,0.06692518331598485,30000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-central,rom,official_packed,8192,32,True,1,32,20904,86037911455.85335,86037911455.85335,28966912.0,50912.0,29539565568.0,0.00023054473974434207,0.00023054473974434204,138801.69218124758,4337.552880663987,373193990681649.7,4020656402865.2866,7066671752.3316765,4027723074617.618,373193990681649.7,0.0,0.0,4100141687137316.0,0.019068702517951928,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-aggressive,rom,official_packed,8192,32,True,1,32,29265,86037911455.85335,86037911455.85335,28966912.0,50912.0,29539565568.0,8.025036920478167e-05,8.025036920478167e-05,398752.0595493198,12461.001860916243,1072118574760735.6,11550615818783.906,20301264855.77497,11570917083639.682,1072118574760735.6,0.0,0.0,1.1778962608432172e+16,0.00663762885684902,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-B300-x1,gpu,official_packed,8192,64,True,1,64,1489,122681219131.22423,122681219131.22423,28966912.0,50912.0,29539565568.0,0.028938914717085283,0.028938914717085283,2211.5549468831655,34.55554604504946,4239316516551.822,64061917529.52933,112594685.45571572,4303491028766.8066,0.0,0.0,0.0,65328372360690.02,0.1846976581059359,1812.5,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x2,gpu,official_packed,8192,64,True,1,64,5669,122681219131.22423,122681219131.22423,28966912.0,50912.0,29539565568.0,0.014729770657366172,0.014729770657366173,4344.942055699585,67.88971962030601,8328793569496.135,125859554172.54897,221209689.93977726,8454874333358.623,0.0,0.0,0.0,128347700743498.6,0.18802046804104047,3625.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x4,gpu,official_packed,8192,64,True,1,64,14031,122681219131.22423,122681219131.22423,28966912.0,50912.0,29539565568.0,0.007545630213388968,0.007545630213388968,8481.730245200511,132.527035081258,16258578231615.252,245689533620.46164,431821850.24364847,16504699587085.957,0.0,0.0,0.0,250546626708189.22,0.19263476090532602,7250.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x8,gpu,official_packed,8192,64,True,1,64,30755,122681219131.22423,122681219131.22423,28966912.0,50912.0,29539565568.0,0.004004148226703151,0.004004148226703151,15983.424283145216,249.741004424144,30638530889810.45,462990444668.5305,813748097.1034892,31102335082576.082,0.0,0.0,0.0,472143409613131.5,0.20444631249270187,14500.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x16,gpu,official_packed,8192,64,True,1,64,64201,122681219131.22423,122681219131.22423,28966912.0,50912.0,29539565568.0,0.0025768521579604513,0.0025768521579604513,24836.504415781175,388.07038149658086,47608947510719.82,719436837799.5447,1264476112.8162513,48329648824632.18,0.0,0.0,0.0,733659550669889.6,0.2631410685651083,29000.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-conservative,rom,official_packed,8192,64,True,2,128,12058,122681219131.22423,122681219131.22423,28966912.0,50912.0,29539565568.0,0.0007558339201008244,0.0015119997602016488,84674.68619490208,661.3757662677369,162312402061631.7,2452764183635.3433,4310957623.554854,2457075141258.898,162312402061631.7,0.0,0.0,2501253444804134.5,0.04915068622605712,30000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-central,rom,official_packed,8192,64,True,1,64,20904,122681219131.22423,122681219131.22423,28966912.0,50912.0,29539565568.0,0.00040097239959887703,0.0004009723995988771,159611.98342834576,2493.9372410679025,305959261170972.2,4623466278114.35,8126165300.30394,4631592443414.653,305959261170972.2,0.0,0.0,4714868649920149.0,0.016582515424856878,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-aggressive,rom,official_packed,8192,64,True,1,64,29265,122681219131.22423,122681219131.22423,28966912.0,50912.0,29539565568.0,0.0001469378418063532,0.0001469378418063532,435558.3232557919,6805.598800871749,834919157808943.8,12616779620618.078,22175145353.598877,12638954765971.678,834919157808943.8,0.0,0.0,1.2866203648502604e+16,0.0060767250581001235,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-B300-x1,gpu,official_packed,32768,1,True,1,1,399,11217572060.0,11217572060.0,65929216.0,50912.0,32156811264.0,0.0022921710556780333,0.0022921710556780333,436.2676151602464,436.2676151602464,4893863410504.412,28762781833.70476,22211256.823038466,4922648403594.939,0.0,0.0,0.0,14028975361303.43,0.9362808635517962,1812.5,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x2,gpu,official_packed,32768,1,True,1,1,1521,11217572060.0,11217572060.0,65929216.0,50912.0,32156811264.0,0.0012562037376060654,0.0012562037376060654,796.0492156357453,796.0492156357453,8929739439700.451,52482900684.27963,40528457.666447066,8982262868842.396,0.0,0.0,0.0,25598404384053.9,1.0262406178886927,3625.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x4,gpu,official_packed,32768,1,True,1,1,3764,11217572060.0,11217572060.0,65929216.0,50912.0,32156811264.0,0.0007713196993180242,0.0007713196993180242,1296.4792690815073,1296.4792690815073,14543349625217.938,85475861770.79681,66006352.5474777,14628891493341.281,0.0,0.0,0.0,41690639163542.7,1.2602408050883795,7250.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x8,gpu,official_packed,32768,1,True,1,1,8251,11217572060.0,11217572060.0,65929216.0,50912.0,32156811264.0,0.0005994353396077109,0.0005994353396077109,1668.2366452642432,1668.2366452642432,18713564781384.305,109985534124.74167,84933264.08369315,18823635248773.13,0.0,0.0,0.0,53645170945450.79,1.9588061232030687,14500.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x16,gpu,official_packed,32768,1,True,1,1,17224,11217572060.0,11217572060.0,65929216.0,50912.0,32156811264.0,0.0006860413426431897,0.0006860413426431897,1457.638101148811,1457.638101148811,16351160437038.357,96100937220.46982,74211271.00568826,16447335585529.832,0.0,0.0,0.0,46872993309857.66,4.483626152636825,29000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-conservative,rom,official_packed,32768,1,True,2,2,3220,11217572060.0,11217572060.0,65929216.0,50912.0,32156811264.0,0.00029992160654589384,0.0006001751330917877,3334.204599384141,1666.1803278128573,37401680356375.04,219821495220.9905,169751024.5638454,219991246245.55435,37401680356375.04,0.0,0.0,107217388017956.56,1.2482194203751653,30000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-central,rom,official_packed,32768,1,True,1,1,5608,11217572060.0,11217572060.0,65929216.0,50912.0,32156811264.0,6.927195473210142e-05,6.927195473210142e-05,14435.85652905776,14435.85652905776,161935260862526.9,951744703249.2594,734958327.6073887,952479661576.8668,161935260862526.9,0.0,0.0,464211113839092.56,0.18334680535684852,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-aggressive,rom,official_packed,32768,1,True,1,1,7851,11217572060.0,11217572060.0,65929216.0,50912.0,32156811264.0,1.713442066556701e-05,1.713442066556701e-05,58362.05492547408,58362.05492547408,654680556696183.5,3847764525385.445,2971328940.3657365,3850735854325.8105,654680556696183.5,0.0,0.0,1876737585217671.8,0.04535083935225305,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-B300-x1,gpu,official_packed,32768,8,True,1,8,399,33202065409.85159,33202065409.85159,65929216.0,50912.0,32156811264.0,0.007569844101208926,0.007569844101208925,1056.8249349709035,132.10311687136294,4386096327208.261,69675639411.88266,53805071.08923864,4455825771691.233,0.0,0.0,0.0,33984119972948.418,0.3865058496875494,1812.5,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x2,gpu,official_packed,32768,8,True,1,8,1521,33202065409.85159,33202065409.85159,65929216.0,50912.0,32156811264.0,0.003905990624722254,0.003905990624722254,2048.1359963757877,256.01699954697347,8500293164992.558,135032000502.43452,104274699.84748411,8635429440194.84,0.0,0.0,0.0,65861522678460.8,0.3988690401269361,3625.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x4,gpu,official_packed,32768,8,True,1,8,3764,33202065409.85159,33202065409.85159,65929216.0,50912.0,32156811264.0,0.0020641222850672904,0.0020641222850672904,3875.739367708634,484.46742096357923,16085318999774.861,255524457933.36594,197321642.68878198,16341040779350.916,0.0,0.0,0.0,124631419355861.23,0.42156500291546506,7250.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x8,gpu,official_packed,32768,8,True,1,8,8251,33202065409.85159,33202065409.85159,65929216.0,50912.0,32156811264.0,0.0011958132447628409,0.0011958132447628409,6690.007854517949,836.2509818147437,27765259797265.73,441066972882.21045,340601679.88921785,28206667371827.832,0.0,0.0,0.0,215129319932411.28,0.4884526635478524,14500.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x16,gpu,official_packed,32768,8,True,1,8,17224,33202065409.85159,33202065409.85159,65929216.0,50912.0,32156811264.0,0.0009682703756053335,0.0009682703756053335,8262.155077292993,1032.7693846616241,34290076662827.42,544717406716.34644,420642839.29514086,34835214712383.062,0.0,0.0,0.0,265684561454410.12,0.7910169017950676,29000.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-conservative,rom,official_packed,32768,8,True,2,16,3220,33202065409.85159,33202065409.85159,65929216.0,50912.0,32156811264.0,0.0003440501772209938,0.0006884322744419876,23252.422261830023,1452.5757102404232,96503555609346.2,1533013969823.4001,1183827322.1942902,1534197797145.5945,96503555609346.2,0.0,0.0,747723754104500.0,0.17898431765912448,30000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-central,rom,official_packed,32768,8,True,1,8,5608,33202065409.85159,33202065409.85159,65929216.0,50912.0,32156811264.0,0.00011327805733577249,0.00011327805733577249,70622.68005079613,8827.835006349516,293102355308194.25,4656097927567.829,3595541886.7461324,4659693469454.575,293102355308194.25,0.0,0.0,2271000193351309.0,0.03747759466631438,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-aggressive,rom,official_packed,32768,8,True,1,8,7851,33202065409.85159,33202065409.85159,65929216.0,50912.0,32156811264.0,3.838616061297852e-05,3.838616061297852e-05,208408.4438831626,26051.055485395325,864948848221768.6,13740205312996.906,10610490694.979574,13750815803691.887,864948848221768.6,0.0,0.0,6701750995774795.0,0.012699908544379173,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-B300-x1,gpu,official_packed,32768,32,True,1,32,399,86037911455.85335,86037911455.85335,65929216.0,50912.0,32156811264.0,0.020349792034256332,0.020349792034256332,1572.497642537673,49.14055132930228,4227950404162.326,103673536734.35704,80058999.97687802,4331703999896.66,0.0,0.0,0.0,50566509904168.89,0.2597581124527074,1812.5,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x2,gpu,official_packed,32768,32,True,1,32,1521,86037911455.85335,86037911455.85335,65929216.0,50912.0,32156811264.0,0.010355640901834048,0.010355640901834048,3090.1032879898917,96.56572774968411,8308313533797.363,203728087136.19577,157323338.59814137,8512198944272.157,0.0,0.0,0.0,99367868218156.78,0.264372405316993,3625.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x4,gpu,official_packed,32768,32,True,1,32,3764,86037911455.85335,86037911455.85335,65929216.0,50912.0,32156811264.0,0.005318781128564083,0.005318781128564083,6016.41602211202,188.01300069100063,16176245906001.605,396657591467.68414,306307772.5177672,16573209805241.807,0.0,0.0,0.0,193468754508761.88,0.27156966403964067,7250.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x8,gpu,official_packed,32768,32,True,1,32,8251,86037911455.85335,86037911455.85335,65929216.0,50912.0,32156811264.0,0.0028509395065662493,0.0028509395065662493,11224.37004583857,350.7615639324553,30178792379737.23,740013917216.021,571455127.7737333,30919377752081.023,0.0,0.0,0.0,360939949121325.94,0.29113011619809015,14500.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x16,gpu,official_packed,32768,32,True,1,32,17224,86037911455.85335,86037911455.85335,65929216.0,50912.0,32156811264.0,0.0018711210824884114,0.0018711210824884112,17102.04662834704,534.438957135845,45982011672612.44,1127524526202.3638,870699397.9424046,47110406898212.74,0.0,0.0,0.0,549947285655883.4,0.3821474969292821,29000.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-conservative,rom,official_packed,32768,32,True,2,64,3220,86037911455.85335,86037911455.85335,65929216.0,50912.0,32156811264.0,0.0005221356682335687,0.0010446032564671373,61286.75351419458,957.3012469652965,164780758508468.2,4040587610376.0933,3120231194.9146743,4043707841571.008,164780758508468.2,0.0,0.0,1970786565739243.8,0.06790731591764879,30000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-central,rom,official_packed,32768,32,True,1,32,5608,86037911455.85335,86037911455.85335,65929216.0,50912.0,32156811264.0,0.00027285970409056474,0.00027285970409056474,117276.38607047267,3664.887064702271,315319228768556.25,7731940188939.584,5970775367.6199045,7737910964307.204,315319228768556.25,0.0,0.0,3771234612592188.0,0.02256863692578378,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-aggressive,rom,official_packed,32768,32,True,1,32,7851,86037911455.85335,86037911455.85335,65929216.0,50912.0,32156811264.0,0.00011285595264228362,0.00011285595264228362,283547.29414610064,8860.852942065645,762369280852781.6,18694050801973.805,14435959839.566277,18708486761813.37,762369280852781.6,0.0,0.0,9117976822274050.0,0.009334485751885785,15000.0,kv_beachfront_C8
DeepSeek-V4-Flash-0731,NVIDIA-B300-x1,gpu,official_packed,32768,64,True,1,64,399,122681219131.22423,122681219131.22423,65929216.0,50912.0,32156811264.0,0.029418470241196478,0.029418470241196478,2175.5040107550153,33.992250168047114,4170210691629.5815,143429273833.93372,110759260.19555934,4313750724723.711,0.0,0.0,0.0,69957271877924.055,0.18775833896079913,1812.5,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x2,gpu,official_packed,32768,64,True,1,64,1521,122681219131.22423,122681219131.22423,65929216.0,50912.0,32156811264.0,0.014969548419421769,0.014969548419421769,4275.346069689398,66.80228233889684,8195385438084.114,281870214503.3034,217666419.10002664,8477473319006.518,0.0,0.0,0.0,137481496651286.17,0.19108114889590366,3625.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x4,gpu,official_packed,32768,64,True,1,64,3764,122681219131.22423,122681219131.22423,65929216.0,50912.0,32156811264.0,0.007665519094416767,0.007665519094416767,8349.075804483331,130.45430944505205,16004293723640.965,550448022114.1553,425068147.3578553,16555166813902.479,0.0,0.0,0.0,268479654873599.44,0.19569544176018921,7250.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x8,gpu,official_packed,32768,64,True,1,64,8251,122681219131.22423,122681219131.22423,65929216.0,50912.0,32156811264.0,0.00406409266721705,0.00406409266721705,15747.672418066439,246.0573815322881,30186619542617.883,1038231696347.9446,801745498.1485986,31225652984463.977,0.0,0.0,0.0,506394929795061.0,0.207506993347565,14500.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-B300-x16,gpu,official_packed,32768,64,True,1,64,17224,122681219131.22423,122681219131.22423,65929216.0,50912.0,32156811264.0,0.002606824378217401,0.002606824378217401,24550.94425799581,383.6085040311845,47061558943650.86,1618624506989.3655,1249937674.0630827,48681433388314.29,0.0,0.0,0.0,789480080857355.8,0.2662017494199716,29000.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-conservative,rom,official_packed,32768,64,True,2,128,3220,122681219131.22423,122681219131.22423,65929216.0,50912.0,32156811264.0,0.0007719036489209218,0.0015441392178418435,82911.90239801098,647.6100007340295,158933332291829.06,5466316722169.384,4221210774.887535,5470537932944.271,158933332291829.06,0.0,0.0,2666182396952028.0,0.05019567531422754,30000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-central,rom,official_packed,32768,64,True,1,64,5608,122681219131.22423,122681219131.22423,65929216.0,50912.0,32156811264.0,0.00048560232829132226,0.00048560232829132226,131795.084725387,2059.2981988341717,252637213587710.38,8689146608598.339,6709951353.538902,8695856559951.878,252637213587710.38,0.0,0.0,4238109665037158.5,0.020082449832688726,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N4-class-HBM3e-aggressive,rom,official_packed,32768,64,True,1,64,7851,122681219131.22423,122681219131.22423,65929216.0,50912.0,32156811264.0,0.00021214900868135708,0.00021214900868135708,301674.753975054,4713.668030860219,578278540605808.8,19889180016568.195,15358865074.37795,19904538881642.574,578278540605808.8,0.0,0.0,9700898126689446.0,0.008773581953136888,15000.0,kv_beachfront_C8
DeepSeek-V4-Flash-0731,NVIDIA-B300-x1,gpu,official_packed,200000,1,True,1,1,66,11217572060.0,11217572060.0,317456384.0,50912.0,49965039616.0,0.002343161029678996,0.002343161029678996,426.77391239175574,426.77391239175574,4787367115582.646,135482103013.41957,21727913.427689068,4922870946509.494,0.0,0.0,0.0,21323775439729.39,0.9571086882343581,1812.5,gpu_weight_memory_C3
