scenario,model,context_tokens,batch_size,architecture,architecture_kind,feasible,infeasible_reasons,stages,max_concurrent_users,aggregate_tokens_s,per_user_tokens_s,amortized_capex_per_million_tokens,electricity_cost_per_million_tokens,partial_tco_per_million_tokens,power_w,step_interval_s,binding_constraint,rho_one,expert_coverage,kv_read_bytes_per_user_token,kv_storage_bytes_per_user,resident_users_required,max_batch_per_stage,stage_balance_efficiency
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B200-x2,gpu,True,[],1,222,1191.871923721405,595.9359618607025,0.47476469552031314,0.07665346359183674,0.5514181591121499,3575.0,0.0016780326477994051,gpu_weight_memory_C3,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,222.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B200-x4,gpu,True,[],1,682,2090.7840202781153,1045.3920101390577,0.5412885362396566,0.0873941164893333,0.6286826527289898,7150.0,0.0009565789582292488,gpu_weight_memory_C3,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,682.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B200-x8,gpu,True,[],1,1601,2947.374917966233,1473.6874589831166,0.7679494149393933,0.12398980605311347,0.8919392209925068,14300.0,0.000678569932792959,gpu_weight_memory_C3,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,1601.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B200-x16,gpu,True,[],1,3439,2612.4671906685317,1306.2335953342658,1.7327948476780652,0.2797695953846043,2.0125644430626695,28600.0,0.0007655598535911944,collective_floor_C6,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,3439.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B300-x1,gpu,True,[],1,130,642.4087521958735,321.20437609793674,0.563736987984019,0.07210276056500771,0.6358397485490267,1812.5,0.0031132826151007834,gpu_weight_memory_C3,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,130.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B300-x2,gpu,True,[],1,498,1203.5338848928436,601.7669424464218,0.6018103512718591,0.07697239774610663,0.6787827490179658,3625.0,0.0016617729048634716,gpu_weight_memory_C3,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,498.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B300-x4,gpu,True,[],1,1233,2112.05555967665,1056.027779838325,0.6858713036373302,0.08772391281512655,0.7735952164524568,7250.0,0.0009469447860103617,gpu_weight_memory_C3,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,1233.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B300-x8,gpu,True,[],1,2704,2980.762078790363,1490.3810393951815,0.9719650624767457,0.12431571046620817,1.096280772942954,14500.0,0.0006709693518416034,gpu_weight_memory_C3,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,2704.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,NVIDIA-B300-x16,gpu,True,[],1,5645,2650.6889109727163,1325.3444554863581,2.185995186494075,0.27959188573326293,2.465587072227338,29000.0,0.000754520831064278,collective_floor_C6,113.19238288924399,0.04632568359375,99101828.0,704983412.0,2.0,5645.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,2,ROM-wafer-hypothesis-midpoint,rom,True,[],2,937,6556.676849702036,1637.8268747313377,0.5178160131443884,0.11692915241072274,0.6347451655551112,30000.0,0.0003050325715062332,compute_C5,113.19238288924399,0.04632568359375,99101828.0,704983412.0,4.0,468.0,0.9644119209713461
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B200-x1,gpu,False,"['C7: checkpoint requires 1.67e+11 B but GPU capacity is 1.62e+11 B', 'C7/C8: no complete user KV cache fits after weight allocation', 'C7/C8: 3 resident users required (batch 3 x 1 stages) exceeds capacity 0']",1,0,0.0,0.0,,,,1787.5,0.003956117889667979,capacity_C7_C8_C9,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,0.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B200-x2,gpu,True,[],1,222,1437.67591257515,479.22530419171665,0.393592676913702,0.0635477789618566,0.45714045587555857,3575.0,0.0020867011638432695,gpu_weight_memory_C3,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,222.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B200-x4,gpu,True,[],1,682,2603.8258854198425,867.9419618066141,0.4346363665353633,0.07017451637045999,0.5048108829058233,7150.0,0.0011521507704484158,gpu_weight_memory_C3,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,682.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B200-x8,gpu,True,[],1,1601,3938.0327515380513,1312.6775838460171,0.5747628287182721,0.09279873162601687,0.667561560344289,14300.0,0.0007618016886295092,gpu_weight_memory_C3,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,1601.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B200-x16,gpu,True,[],1,3439,3703.793907589568,1234.5979691965226,1.2222250483328088,0.19733519389164716,1.419560242224456,28600.0,0.0008099802728906162,collective_floor_C6,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,3439.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B300-x1,gpu,True,[],1,130,767.4483997514702,255.81613325049008,0.47188784957366764,0.06035512545135866,0.5322429750250263,1812.5,0.003909057600447818,gpu_weight_memory_C3,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,130.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B300-x2,gpu,True,[],1,498,1454.9633014655642,484.98776715518807,0.497812659127121,0.06367094537406891,0.56148360450119,3625.0,0.0020619076762816916,gpu_weight_memory_C3,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,498.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B300-x4,gpu,True,[],1,1233,2635.1608108764462,878.3869369588155,0.5497191268521088,0.07030985623839592,0.6200289830905047,7250.0,0.0011384504458390944,gpu_weight_memory_C3,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,1233.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B300-x8,gpu,True,[],1,2704,3986.7464378712834,1328.9154792904278,0.7267070141753843,0.09294685812860799,0.8196538723039923,14500.0,0.0007524933041896301,gpu_weight_memory_C3,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,2704.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,NVIDIA-B300-x16,gpu,True,[],1,5645,3759.8382214797116,1253.2794071599037,1.5411283302501124,0.19711249991480786,1.7382408301649204,29000.0,0.0007979066713193123,collective_floor_C6,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,3.0,5645.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,3,ROM-wafer-hypothesis-midpoint,rom,True,[],2,937,6574.8994606670185,1095.2164985806837,0.5163808642397676,0.11660507833664867,0.6329859425764163,30000.0,0.00045628074131732083,compute_C5,113.19238288924399,0.06867742538452148,99101828.0,704983412.0,6.0,468.0,0.9642468404841444
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B200-x1,gpu,False,"['C7: checkpoint requires 1.67e+11 B but GPU capacity is 1.62e+11 B', 'C7/C8: no complete user KV cache fits after weight allocation', 'C7/C8: 4 resident users required (batch 4 x 1 stages) exceeds capacity 0']",1,0,0.0,0.0,,,,1787.5,0.004750332243981348,capacity_C7_C8_C9,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,0.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B200-x2,gpu,True,[],1,222,1608.823551275243,402.20588781881077,0.35172204591129436,0.05678752715839671,0.40850957306969105,3575.0,0.002486288814475259,gpu_weight_memory_C3,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,222.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B200-x4,gpu,True,[],1,682,2962.2659449660678,740.5664862415169,0.3820445034156341,0.061683260590674374,0.4437277640063085,7150.0,0.001350317653550792,gpu_weight_memory_C3,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,682.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B200-x8,gpu,True,[],1,1601,4703.4746148075465,1175.8686537018866,0.4812261209475719,0.0776966975210086,0.5589228184685805,14300.0,0.0008504351203272454,gpu_weight_memory_C3,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,1601.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B200-x16,gpu,True,[],1,3439,4669.972614478164,1167.493153619541,0.96935679530195,0.15650817450683496,1.1258649698087848,28600.0,0.0008565360720957827,collective_floor_C6,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,3439.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B300-x1,gpu,True,[],1,130,853.4876245070267,213.37190612675667,0.4243173124234237,0.05427078625914288,0.4785880986825666,1812.5,0.0046866526064867015,gpu_weight_memory_C3,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,130.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B300-x2,gpu,True,[],1,498,1630.552065128501,407.63801628212525,0.44420485890946804,0.05681443167016453,0.5010192905796326,3625.0,0.0024531568697162497,gpu_weight_memory_C3,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,498.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B300-x4,gpu,True,[],1,1233,3001.886606388382,750.4716515970955,0.48256263144220723,0.06172044519719165,0.5442830766393989,7250.0,0.0013324953685750524,gpu_weight_memory_C3,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,1233.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B300-x8,gpu,True,[],1,2704,4765.860611589839,1191.4651528974598,0.6079062809966063,0.07775207580650208,0.6856583568031084,14500.0,0.0008393027673265592,gpu_weight_memory_C3,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,2704.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,NVIDIA-B300-x16,gpu,True,[],1,5645,4742.858911519544,1185.714727879886,1.2217089541091029,0.15625830853013287,1.3779672626392356,29000.0,0.0008433731794729812,collective_floor_C6,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,4.0,5645.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,4,ROM-wafer-hypothesis-midpoint,rom,True,[],2,937,6584.048802830641,822.6675701394361,0.515663289787457,0.11644304129961161,0.6321063310870686,30000.0,0.0006075289111284084,compute_C5,113.19238288924399,0.09050529822707176,99101828.0,704983412.0,8.0,468.0,0.9641639556623783
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B200-x1,gpu,False,"['C7: checkpoint requires 1.67e+11 B but GPU capacity is 1.62e+11 B', 'C7/C8: no complete user KV cache fits after weight allocation', 'C7/C8: 5 resident users required (batch 5 x 1 stages) exceeds capacity 0']",1,0,0.0,0.0,,,,1787.5,0.00552640251695395,capacity_C7_C8_C9,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,0.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B200-x2,gpu,True,[],1,222,1738.0360472530035,347.6072094506007,0.3255736334462984,0.05256571706640317,0.3781393505127016,3575.0,0.0028768102985565736,gpu_weight_memory_C3,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,222.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B200-x4,gpu,True,[],1,682,3234.025383729517,646.8050767459034,0.3499407975037274,0.056499934459854094,0.4064407319635815,7150.0,0.001546060839582508,gpu_weight_memory_C3,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,682.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B200-x8,gpu,True,[],1,1601,5308.050235690842,1061.6100471381685,0.4264154903132007,0.0688472090914343,0.49526269940463497,14300.0,0.0009419654633975503,gpu_weight_memory_C3,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,1601.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B200-x16,gpu,True,[],1,3439,5526.166279058621,1105.2332558117241,0.8191700102968258,0.13225966284412918,0.951429673140955,28600.0,0.0009047863830930088,collective_floor_C6,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,3439.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B300-x1,gpu,True,[],1,130,918.0218046866579,183.6043609373316,0.3944890776761929,0.05045571271616401,0.4449447903923569,1812.5,0.0054464937264824724,gpu_weight_memory_C3,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,130.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B300-x2,gpu,True,[],1,498,1763.3357489484981,352.66714978969964,0.4107550989463335,0.052536159914032675,0.46329125886036615,3625.0,0.002835534867923803,gpu_weight_memory_C3,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,498.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B300-x4,gpu,True,[],1,1233,3280.476724804658,656.0953449609316,0.4415816424230703,0.056478918559865865,0.49806056098293616,7250.0,0.0015241687167579993,gpu_weight_memory_C3,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,1233.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B300-x8,gpu,True,[],1,2704,5382.439306910561,1076.4878613821122,0.5382683268569427,0.06884528267319169,0.6071136095301344,14500.0,0.0009289468426667546,gpu_weight_memory_C3,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,2704.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,NVIDIA-B300-x16,gpu,True,[],1,5645,5614.881247940032,1122.9762495880066,1.0319707478061813,0.131990522752909,1.1639612705590903,29000.0,0.0008904907831905407,collective_floor_C6,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,5.0,5645.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,5,ROM-wafer-hypothesis-midpoint,rom,True,[],2,937,6589.550640893295,658.7380247106838,0.5152327451160709,0.1163458190773894,0.6315785641934603,30000.0,0.0007587770809394961,compute_C5,113.19238288924399,0.11182158029987478,99101828.0,704983412.0,10.0,468.0,0.9641141139514603
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B200-x1,gpu,False,"['C7: checkpoint requires 1.67e+11 B but GPU capacity is 1.62e+11 B', 'C7/C8: no complete user KV cache fits after weight allocation', 'C7/C8: 6 resident users required (batch 6 x 1 stages) exceeds capacity 0']",1,0,0.0,0.0,,,,1787.5,0.006284753960492211,capacity_C7_C8_C9,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,0.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B200-x2,gpu,True,[],1,222,1841.3535628413806,306.8922604735634,0.30730584412676826,0.049616278456665525,0.3569221225834338,3575.0,0.003258472528622607,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,222.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B200-x4,gpu,True,[],1,682,3452.3639627913158,575.3939937985526,0.3278094181630218,0.05292669724037065,0.3807361154033924,7150.0,0.0017379395870963912,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,682.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B200-x8,gpu,True,[],1,1601,5799.667147151924,966.6111911919872,0.39026978383935856,0.06301127895312154,0.4532810627924801,14300.0,0.0010345421293610712,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,1601.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B200-x16,gpu,True,[],1,3439,6287.292467809613,1047.882077968269,0.7200030396065711,0.11624859072978964,0.8362516303363607,28600.0,0.0009543058527529099,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,3439.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B300-x1,gpu,True,[],1,130,969.462408030091,161.57706800501515,0.3735571096081459,0.04777848430303111,0.42133559391117703,1812.5,0.006188997067139263,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,130.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B300-x2,gpu,True,[],1,498,1869.599117430775,311.5998529051292,0.3874087997165338,0.049550135119979265,0.43695893483651305,3625.0,0.0032092441337078026,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,498.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B300-x4,gpu,True,[],1,1233,3504.5485745069072,584.0914290844846,0.4133480444835078,0.052867801326978756,0.4662158458104866,7250.0,0.0017120607326277977,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,1233.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B300-x8,gpu,True,[],1,2704,5884.57558384017,980.762597306695,0.49233739270779,0.06297065103100222,0.5553080437387922,14500.0,0.0010196147393325698,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,2704.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,NVIDIA-B300-x16,gpu,True,[],1,5645,6390.831099491727,1065.1385165819545,0.9066728740085803,0.1159647469278374,1.0226376209364176,29000.0,0.0009388450276016822,gpu_weight_memory_C3,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,6.0,5645.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,6,ROM-wafer-hypothesis-midpoint,rom,True,[],2,937,6593.223644125516,549.2844055550407,0.5149457153351467,0.11628100426257458,0.6312267195977213,30000.0,0.0009100252507505837,compute_C5,113.19238288924399,0.13263826201159645,99101828.0,704983412.0,12.0,468.0,0.9640808398413873
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B200-x1,gpu,False,"['C7: checkpoint requires 1.67e+11 B but GPU capacity is 1.62e+11 B', 'C7/C8: no complete user KV cache fits after weight allocation', 'C7/C8: 7 resident users required (batch 7 x 1 stages) exceeds capacity 0']",1,0,0.0,0.0,,,,1787.5,0.007025801859660997,capacity_C7_C8_C9,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,0.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B200-x2,gpu,True,[],1,222,1927.5871640666735,275.3695948666676,0.2935580405977585,0.047396617291414485,0.34095465788917295,3575.0,0.0036314829910113868,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,222.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B200-x4,gpu,True,[],1,682,3635.158592134225,519.3083703048893,0.3113254602917247,0.05026526837580003,0.36159072866752473,7150.0,0.0019256381317576175,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,682.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B200-x8,gpu,True,[],1,1601,6211.558079936024,887.3654399908606,0.3643908363620297,0.05883297551782826,0.4232238118798579,14300.0,0.0011269314252426818,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,1601.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B200-x16,gpu,True,[],1,3439,6967.2342020919095,995.3191717274157,0.649736976885208,0.10490373478035801,0.754640711665566,28600.0,0.0010047028414658793,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,3439.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B300-x1,gpu,True,[],1,130,1012.3552194726677,144.6221742103811,0.35772974549992065,0.045754141978516266,0.4034838874784369,1812.5,0.006914568982660331,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,130.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B300-x2,gpu,True,[],1,498,1958.3225917856337,279.7603702550905,0.3698569138062787,0.0473052240103195,0.4171621378165982,3625.0,0.003574487691334488,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,498.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B300-x4,gpu,True,[],1,1233,3692.2510004689175,527.4644286384168,0.3923347301919405,0.05018016861644764,0.4425148988083881,7250.0,0.0018958624424804805,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,1233.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B300-x8,gpu,True,[],1,2704,6305.742224257536,900.8203177510766,0.4594537006277509,0.0587647801602271,0.518218480787978,14500.0,0.001110099295380602,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,2704.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,NVIDIA-B300-x16,gpu,True,[],1,5645,7084.6308208433,1012.0901172633286,0.8178821658896066,0.10460828938760351,0.9224904552772101,29000.0,0.0009880543075590738,gpu_weight_memory_C3,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,7.0,5645.0,1.0
no_speculation,DeepSeek-V4-Flash-0731,200000,7,ROM-wafer-hypothesis-midpoint,rom,True,[],2,937,6595.84972579008,471.0211666695407,0.5147406940630579,0.11623470796627829,0.6309754020293362,30000.0,0.0010612734205616714,compute_C5,113.19238288924399,0.15296705274569966,99101828.0,704983412.0,14.0,468.0,0.964057049900338
no_speculation,DeepSeek-V4-Flash-0731,200000,8,NVIDIA-B200-x1,gpu,False,"['C7: checkpoint requires 1.67e+11 B but GPU capacity is 1.62e+11 B', 'C7/C8: no complete user KV cache fits after weight allocation', 'C7/C8: 8 resident users required (batch 8 x 1 stages) exceeds capacity 0']",1,0,0.0,0.0,,,,1787.5,0.00774995176628147,capacity_C7_C8_C9,113.19238288924399,0.17281938744697234,99101828.0,704983412.0,8.0,0.0,1.0
