family,design,model,context_tokens,batch_size,device_count,topology_kind,parallelism,link,intra_link,intra_domain_size,tensor_group,pipeline_stages,link_latency_s,link_share_of_step,node,weight_store,kv_store,weight_amortization,silicon_area_mm2,silicon_area_mm2_per_device,feasible,per_user_tokens_s,aggregate_tokens_s,delivered_tokens_s,per_user_tokens_s_throughput_view,latency_correction_x,token_slots,microbatch_per_slot,pipeline_fill_users,pipeline_fill_limited_by,step_time_s,binding_constraint,power_w,static_power_w,static_power_fraction_of_total,power_density_w_per_mm2,power_headroom_fraction,cooling_limit_w,energy_j_per_token,thermal_scale,stored_weight_bytes,engaged_weight_bytes,engaged_weight_fraction,expert_coverage,resident_kv_bytes,max_resident_users,weight_to_kv_read_ratio,execution_format,hop_events_per_token,rom_sweep_ceiling_tokens_s
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,4,1,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0022143869386947053,N5,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,4.0,kv_capacity,0.0019757209736269354,capacity_or_format,6470.156082404389,6443.62095512131,0.9958988427875424,0.13997092660690943,0.27994185321381887,23112.5,3.1958057686615593,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1.0,12.530892266167534,bf16,35.0,509.02834008097153
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,8,1,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0022143869386947053,N5,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,8.0,kv_capacity,0.0019757209736269354,capacity_or_format,6496.6912096874685,6443.62095512131,0.9918311871607776,0.14054496938209776,0.2810899387641955,23112.5,1.6044561352696598,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1.0,12.530892266167534,bf16,35.0,509.02834008097153
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,16,1,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0022143869386947053,N5,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,16.0,kv_capacity,0.0019757209736269354,capacity_or_format,6549.761464253626,6443.62095512131,0.9837947519598087,0.14169305493247433,0.28338610986494867,23112.5,0.8087813185737098,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1.0,12.530892266167534,bf16,35.0,509.02834008097153
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,32,1,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0022143869386947053,N5,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,32.0,kv_capacity,0.0019757209736269354,capacity_or_format,6655.901973385944,6443.62095512131,0.9681063484538304,0.14398922603322756,0.2879784520664551,23112.5,0.41094391022573495,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1.0,12.530892266167534,bf16,35.0,509.02834008097153
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,64,1,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375012034812264e-06,0.002214387603461033,N5,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.1228070175438596,64.0,kv_capacity,0.001975720974943243,capacity_or_format,6851.55772884131,6443.62095512131,0.940460725886785,0.14822190868234308,0.29644381736468617,23112.5,0.2115119736860354,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1.0,11.160325924555462,bf16,35.0,509.02834008097153
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,256,1,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375048139249057e-06,0.0018340108344156525,N5,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,4.491228070175438,256.0,kv_capacity,0.002385508338964106,capacity_or_format,7458.697938953843,6443.62095512131,0.8639069456706129,0.16135636428239788,0.32271272856479577,23112.5,0.06950307082495619,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1.0,2.7900814811388654,bf16,35.0,509.02834008097153
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,1,2,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.000999588968214407,N5,rom,sram,batched,92450.0,46225.0,True,228.4769186933683,228.4769186933683,228.4769186933683,20206.63764753183,88.44060819399671,114.0,1.0,1.0,kv_capacity,0.004376809726421725,weight_read,13149.24048828519,13146.24595512131,0.9997722656934789,0.14223083275592419,0.28446166551184837,46225.0,57.55172366418496,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1.0,12.530892266167534,bf16,35.0,254.51417004048577
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,2,2,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.000999588968214407,N5,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,2.0,kv_capacity,0.004376809726421725,capacity_or_format,13152.235021449069,13146.24595512131,0.9995446350891699,0.14226322359598775,0.2845264471919755,46225.0,28.782415083031363,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1.0,12.530892266167534,bf16,35.0,254.51417004048577
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,4,2,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.000999588968214407,N5,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,4.0,kv_capacity,0.004376809726421725,capacity_or_format,13158.224087776829,13146.24595512131,0.9990896847039833,0.14232800527611497,0.28465601055222994,46225.0,14.397760792454562,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1.0,12.530892266167534,bf16,35.0,254.51417004048577
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,8,2,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.000999588968214407,N5,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,8.0,kv_capacity,0.004376809726421725,capacity_or_format,13170.202220432346,13146.24595512131,0.9981810252485062,0.14245756863636935,0.2849151372727387,46225.0,7.205433647166161,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1.0,12.530892266167534,bf16,35.0,254.51417004048577
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,16,2,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.000999588968214407,N5,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,16.0,kv_capacity,0.004376809726421725,capacity_or_format,13194.15848574338,13146.24595512131,0.9963686558203889,0.14271669535687811,0.28543339071375623,46225.0,3.60927007452196,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1.0,12.530892266167534,bf16,35.0,254.51417004048577
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,32,2,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.000999588968214407,N5,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,32.0,kv_capacity,0.004376809726421725,capacity_or_format,13242.071016365453,13146.24595512131,0.992763589537791,0.14323494879789564,0.2864698975957913,46225.0,1.8111882881998602,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1.0,12.530892266167534,bf16,35.0,254.51417004048577
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,64,2,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.000999588968214407,N5,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,64.0,kv_capacity,0.004376809726421725,capacity_or_format,13337.896077609596,13146.24595512131,0.9856311579147772,0.14427145567993072,0.28854291135986143,46225.0,0.9121473950388101,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1.0,12.530892266167534,bf16,35.0,254.51417004048577
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,256,2,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375024069624528e-06,0.0009995920155879542,N5,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,2.245614035087719,256.0,kv_capacity,0.004376809739772845,capacity_or_format,13760.607149691754,13146.24595512131,0.9553536273590802,0.14884377663268528,0.29768755326537055,46225.0,0.23526390389827623,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1.0,5.580162962277731,bf16,35.0,254.51417004048577
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,1,3,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0006669612360952476,N5,rom,sram,batched,138675.0,46225.0,True,152.44790904722794,152.44790904722794,152.44790904722794,20206.63764753183,132.5478176369862,171.0,1.0,1.0,kv_capacity,0.006559617683507897,weight_read,19850.8690139275,19848.87095512131,0.999899346532145,0.14314670282262484,0.2862934056452497,69337.5,130.2141114167578,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1.0,12.530892266167534,bf16,35.0,169.67611336032385
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,2,3,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0006669612360952476,N5,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,2.0,kv_capacity,0.006559617683507897,capacity_or_format,19852.867072733687,19848.87095512131,0.9997987133244919,0.14316111103467594,0.2863222220693519,69337.5,65.11360895931777,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1.0,12.530892266167534,bf16,35.0,169.67611336032385
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,4,3,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0006669612360952476,N5,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,4.0,kv_capacity,0.006559617683507897,capacity_or_format,19856.863190346063,19848.87095512131,0.9995975076653276,0.14318992745877818,0.28637985491755635,69337.5,32.563357730597765,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1.0,12.530892266167534,bf16,35.0,169.67611336032385
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,8,3,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0006669612360952476,N5,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,8.0,kv_capacity,0.006559617683507897,capacity_or_format,19864.855425570815,19848.87095512131,0.9991953392004591,0.14324756030698263,0.28649512061396526,69337.5,16.288232116237765,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1.0,12.530892266167534,bf16,35.0,169.67611336032385
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,16,3,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0006669612360952476,N5,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,16.0,kv_capacity,0.006559617683507897,capacity_or_format,19880.83989602032,19848.87095512131,0.9983919723177587,0.14336282600339154,0.28672565200678307,69337.5,8.150669309057761,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1.0,12.530892266167534,bf16,35.0,169.67611336032385
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,32,3,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0006669612360952476,N5,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,32.0,kv_capacity,0.006559617683507897,capacity_or_format,19912.80883691933,19848.87095512131,0.9967891078389969,0.14359335739620932,0.28718671479241864,69337.5,4.081887905467761,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1.0,12.530892266167534,bf16,35.0,169.67611336032385
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,64,3,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0006669612360952476,N5,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,64.0,kv_capacity,0.006559617683507897,capacity_or_format,19976.746718717346,19848.87095512131,0.9935987693393429,0.14405442018184494,0.2881088403636899,69337.5,2.0474972036727603,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1.0,12.530892266167534,bf16,35.0,169.67611336032385
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,256,3,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375016046416352e-06,0.0006669620477825169,N5,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.4970760233918128,256.0,kv_capacity,0.006559617688835809,capacity_or_format,20299.569402940524,19848.87095512131,0.9777976350693465,0.14638232848704183,0.29276465697408366,69337.5,0.5201461505128079,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1.0,8.370244443416595,bf16,35.0,169.67611336032385
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,1,4,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0005026361433495677,N5,rom,sram,batched,184900.0,46225.0,True,114.88797986793568,114.88797986793568,114.88797986793568,20206.63764753183,175.88121638799342,227.0,1.0,1.0,kv_capacity,0.008704130764153961,weight_read,26553.001734645182,26551.49595512131,0.9999432915517831,0.14360736470873545,0.2872147294174709,92450.0,231.12079927915863,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1.0,12.530892266167534,bf16,35.0,127.8176889190105
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,2,4,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0005026361433495677,N5,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,2.0,kv_capacity,0.008704130764153961,capacity_or_format,26554.507514169054,26551.49595512131,0.9998865895348977,0.14361550845954058,0.28723101691908115,92450.0,115.5669528905182,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1.0,12.530892266167534,bf16,35.0,127.8176889190105
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,4,4,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0005026361433495677,N5,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,4.0,kv_capacity,0.008704130764153961,capacity_or_format,26557.519073216794,26551.49595512131,0.9997732047907457,0.14363179596115086,0.2872635919223017,92450.0,57.790029696197976,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1.0,12.530892266167534,bf16,35.0,127.8176889190105
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,8,4,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0005026361433495677,N5,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,8.0,kv_capacity,0.008704130764153961,capacity_or_format,26563.54219131228,26551.49595512131,0.9995465124302997,0.14366437096437146,0.2873287419287429,92450.0,28.90156809903787,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1.0,12.530892266167534,bf16,35.0,127.8176889190105
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,16,4,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0005026361433495677,N5,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,16.0,kv_capacity,0.008704130764153961,capacity_or_format,26575.588427503248,26551.49595512131,0.9990934359761154,0.1437295209708126,0.2874590419416252,92450.0,14.457337300457814,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1.0,12.530892266167534,bf16,35.0,127.8176889190105
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,32,4,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0005026361433495677,N5,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,32.0,kv_capacity,0.008704130764153961,capacity_or_format,26599.68089988519,26551.49595512131,0.9981885141801049,0.1438598209836949,0.2877196419673898,92450.0,7.235221901167788,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1.0,12.530892266167534,bf16,35.0,127.8176889190105
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,64,4,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.0005026361433495677,N5,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,64.0,kv_capacity,0.008704130764153961,capacity_or_format,26647.865844649063,26551.49595512131,0.9963835794547463,0.14412042100945952,0.28824084201891903,92450.0,3.6241642015227735,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1.0,12.530892266167534,bf16,35.0,127.8176889190105
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,256,4,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375012087829058e-06,0.0005026363005894059,N5,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.1277533039647578,256.0,kv_capacity,0.008704130765523286,capacity_or_format,26921.34156480536,26551.49595512131,0.9862619918552813,0.1455994676300993,0.2911989352601986,92450.0,0.9153393647007154,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1.0,11.111377126640743,bf16,35.0,127.8176889190105
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x6,Qwen3-8B,8192,1,6,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.00033474334477804355,N5,rom,sram,batched,277350.0,46225.0,True,76.51257706917228,76.51257706917228,76.51257706917228,20206.63764753183,264.09563527397245,341.0,1.0,1.0,kv_capacity,0.013069746678326307,weight_read,39957.74876735634,39956.74595512131,0.99997490318484,0.14406976299749896,0.2881395259949979,138675.0,522.2376542255525,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1.0,12.530892266167534,bf16,35.0,85.08684863523571
rom,Qwen3-8B/ROM-N5-native-SRAMKV-wafer-pipeline-x6,Qwen3-8B,8192,2,6,wafer,pipeline,inter_wafer,on_wafer_n5,57,1,36,4.375010718504672e-06,0.00033474334477804355,N5,rom,sram,batched,277350.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,341.0,1.0,2.0,kv_capacity,0.013069746678326307,capacity_or_format,39958.75157959137,39956.74595512131,0.9999498076293484,0.1440733786897111,0.2881467573794222,138675.0,261.1253803637152,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1.0,12.530892266167534,bf16,35.0,85.08684863523571
