model,architecture,architecture_kind,model_deployment_policy,context_tokens,batch_size,feasible,stages,resident_users_required,max_batch_per_stage,official_packed_weight_bytes_per_step,deployed_weight_bytes_per_step,kv_read_bytes_per_user_token,kv_write_bytes_per_user_token,tensor_operations_per_user_token,step_interval_s,per_user_token_latency_s,aggregate_tokens_s,per_user_tokens_s,deployed_weight_read_bytes_s,kv_read_bytes_s,kv_write_bytes_s,hbm_total_bytes_s,rom_array_bytes_s,sram_weight_bytes_s,sram_kv_bytes_s,tensor_operations_s,partial_tco_per_million_tokens,power_w,binding_constraint
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x8,gpu,a100_bf16_expanded,8192,1,False,1,1,0,11217572060.0,26610834524.0,28966912.0,50912.0,29539565568.0,0.004290687715052093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3200.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x16,gpu,a100_bf16_expanded,8192,1,True,1,1,8767,11217572060.0,26610834524.0,28966912.0,50912.0,29539565568.0,0.003570095135973378,0.003570095135973378,280.10458038602167,280.10458038602167,7453816638066.878,8113764730.838816,14260684.396613136,7461944663482.113,0.0,0.0,0.0,8274167618210.014,10.280722165335629,6400.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x32,gpu,a100_bf16_expanded,8192,1,True,1,1,27348,11217572060.0,26610834524.0,28966912.0,50912.0,29539565568.0,0.0033362099318062274,0.0033362099318062274,299.7413293649057,299.7413293649057,7976366915733.288,8682580710.47624,15260430.56062608,7985064756874.325,0.0,0.0,0.0,8854228652214.115,19.214416472283563,12800.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x64,gpu,a100_bf16_expanded,8192,1,True,1,1,64511,11217572060.0,26610834524.0,28966912.0,50912.0,29539565568.0,0.0034299241682211935,0.0034299241682211935,291.5516352417243,291.5516352417243,7758432320619.132,8445350561.503126,14843476.853426667,7766892514657.488,0.0,0.0,0.0,8612308645680.534,39.5083000072914,25600.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-conservative,rom,official_packed,8192,1,True,3,3,7193,11217572060.0,11217572060.0,13148032.0,28577.84375,29539565568.0,0.0002454277072759768,0.0007371108018279305,4074.51958500972,1356.6481423418861,45706217054727.83,53571913888.33452,116440984.05672261,53688354872.39124,45706217054727.83,0.0,0.0,120359538439494.77,1.3932611119612228,45000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-central,rom,official_packed,8192,1,True,1,1,14421,11217572060.0,11217572060.0,13148032.0,28577.84375,29539565568.0,9.832201730836948e-05,9.832201730836948e-05,10170.66194709653,10170.66194709653,114090133289455.25,133724188741.6075,290655587.95819545,134014844329.56569,114090133289455.25,0.0,0.0,300436935456220.5,0.2602355865291669,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-aggressive,rom,official_packed,8192,1,True,1,1,21631,11217572060.0,11217572060.0,13148032.0,28577.84375,29539565568.0,2.4903652612371192e-05,2.4903652612371192e-05,40154.75221908765,40154.75221908765,450438826569060.56,527955967128.6354,1147536234.7370527,529103503363.37244,450438826569060.56,0.0,0.0,1186153936042533.0,0.06591419523028204,15000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,N7-SRAM-rich-Graphcore-style-derived-control,sram,official_packed,8192,1,True,5,5,364,11217572060.0,11217572060.0,13148032.0,28577.84375,29539565568.0,2.263241031296362e-05,0.00011481741156481811,44184.423407488764,8709.480438299795,495641953503056.0,580938212863.2113,1262695548.3230565,0.0,0.0,495641953503056.0,582200908411.5343,1305188672329788.2,0.1714462516903813,75000.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x1,gpu,a100_packed_hbm_bf16_execute,8192,8,False,1,8,0,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.02876741148577573,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x2,gpu,a100_packed_hbm_bf16_execute,8192,8,False,1,8,0,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.014652365695829603,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,800.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x4,gpu,a100_packed_hbm_bf16_execute,8192,8,True,1,8,3790,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.007561706616211078,0.0075617066162110775,1057.9622307547997,132.24527884434997,4390816398334.17,13910121264.755491,30234279.32391211,4404756753878.249,0.0,0.0,0.0,31251744683848.953,0.6804773564865618,1600.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x8,gpu,a100_packed_hbm_bf16_execute,8192,8,True,1,8,12803,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.004074893115815929,0.004074893115815929,1963.2416784012096,245.4052098001512,8147959827702.973,25812764411.352814,56105213.928837515,8173828697328.254,0.0,0.0,0.0,57993306284962.9,0.7333985927121591,3200.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x16,gpu,a100_packed_hbm_bf16_execute,8192,8,True,1,8,30830,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.0026729340792068877,0.0026729340792068877,2992.965693480087,374.12071168501086,12421580340545.959,39351608712.77837,85532505.93738432,12461017481764.674,0.0,0.0,0.0,88410906345329.61,0.9621484718183484,6400.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x32,gpu,a100_packed_hbm_bf16_execute,8192,8,True,1,8,66882,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.0022780864247704874,0.0022780864247704874,3511.719271496025,438.96490893700314,14574541619155.924,46172197356.64642,100357364.63467723,14620814173877.205,0.0,0.0,0.0,103734661676766.03,1.6400384800461791,12800.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x64,gpu,a100_packed_hbm_bf16_execute,8192,8,True,1,8,138987,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.0022759191882844964,0.0022759191882844964,3515.0632945056823,439.3829118132103,14588420177993.26,46216164678.186134,100452929.60174362,14634736795601.047,0.0,0.0,0.0,103833442663720.7,3.2769564891622505,25600.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x1,gpu,a100_bf16_expanded,8192,8,False,1,8,0,33202065409.85159,109375985958.73538,28966912.0,50912.0,29539565568.0,0.09742761119849126,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x2,gpu,a100_bf16_expanded,8192,8,False,1,8,0,33202065409.85159,109375985958.73538,28966912.0,50912.0,29539565568.0,0.04898246555218892,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,800.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x4,gpu,a100_bf16_expanded,8192,8,False,1,8,0,33202065409.85159,109375985958.73538,28966912.0,50912.0,29539565568.0,0.024726804432517815,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1600.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x8,gpu,a100_bf16_expanded,8192,8,False,1,8,0,33202065409.85159,109375985958.73538,28966912.0,50912.0,29539565568.0,0.01267940795878107,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3200.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x16,gpu,a100_bf16_expanded,8192,8,True,1,8,8767,33202065409.85159,109375985958.73538,28966912.0,50912.0,29539565568.0,0.007210444660266756,0.007210444660266755,1109.5016156332354,138.68770195415442,15169104141586.87,32138835663.905754,56486946.25511928,15201299464197.03,0.0,0.0,0.0,32774195722799.89,2.5954692878415195,6400.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x32,gpu,a100_bf16_expanded,8192,8,True,1,8,27348,33202065409.85159,109375985958.73538,28966912.0,50912.0,29539565568.0,0.005079782415468131,0.005079782415468131,1574.8706038352539,196.85882547940673,21531628131488.73,45619138192.68266,80179812.18246044,21577327449493.594,0.0,0.0,0.0,46520993463107.234,3.6570336142839706,12800.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x64,gpu,a100_bf16_expanded,8192,8,True,1,8,64511,33202065409.85159,109375985958.73538,28966912.0,50912.0,29539565568.0,0.004349900011119488,0.004349900011119488,1839.1227337524765,229.89034171905956,25144482787912.74,53273706385.80742,93633416.62080608,25197850127715.168,0.0,0.0,0.0,54326886581280.69,6.263154307947732,25600.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-conservative,rom,official_packed,8192,8,True,3,24,7193,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.0004952360992636912,0.0014865359777910736,16153.911259486673,672.7048755899979,67042902282801.82,212392142164.89108,461643951.9249759,212853786116.81607,67042902282801.82,0.0,0.0,477179520829260.06,0.351423850021745,45000.0,compute_C5
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-central,rom,official_packed,8192,8,True,1,8,14421,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,0.0002724824235399076,0.0002724824235399076,29359.691887900153,3669.961485987519,121850301309393.75,386022168452.25165,839036687.3205531,386861205139.5722,121850301309393.75,0.0,0.0,867272543578904.2,0.09014972593371601,15000.0,compute_C5
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-aggressive,rom,official_packed,8192,8,True,1,8,21631,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,8.530088943200423e-05,8.530088943200423e-05,93785.65749161417,11723.207186451771,389234691817813.94,1233096825840.7827,2680191865.7863665,1235777017706.569,389234691817813.94,0.0,0.0,2770387578811527.0,0.02822145995435608,15000.0,compute_C5
DeepSeek-V4-Flash-0731,N7-SRAM-rich-Graphcore-style-derived-control,sram,official_packed,8192,8,True,5,40,364,33202065409.85159,33202065409.85159,13148032.0,28577.84375,29539565568.0,7.345827240269888e-05,0.00036894672201349444,108905.36543173697,2710.4184434613962,451985383318540.06,1431891229668.1714,3112280516.8448305,0.0,0.0,451985383318540.06,1435003510185.016,3217017182877794.5,0.06955813192751226,75000.0,compute_C5
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x1,gpu,a100_packed_hbm_bf16_execute,8192,32,False,1,32,0,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.07749210235644347,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x2,gpu,a100_packed_hbm_bf16_execute,8192,32,False,1,32,0,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.03921363216645703,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,800.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x4,gpu,a100_packed_hbm_bf16_execute,8192,32,True,1,32,3790,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.019941783047934397,0.019941783047934397,1604.6709525964186,50.14596726863808,4314454291727.203,21098265034.208195,45858035.75346411,4335598414797.1646,0.0,0.0,0.0,47401282819286.93,0.4486398540970629,1600.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x8,gpu,a100_packed_hbm_bf16_execute,8192,32,True,1,32,12803,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.010356446838173328,0.010356446838173328,3089.8628168542955,96.55821302669673,8307666982726.358,40625615191.61042,88301616.78899692,8348380899534.758,0.0,0.0,0.0,91273205274592.64,0.4659878996049296,3200.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x16,gpu,a100_packed_hbm_bf16_execute,8192,32,True,1,32,30830,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.006052551787349757,0.006052551787349756,5287.026220392227,165.21956938725708,14215146681715.043,69513989930.55605,151091809.22852212,14284811763454.828,0.0,0.0,0.0,156176457697011.4,0.5446686375565157,6400.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x32,gpu,a100_packed_hbm_bf16_execute,8192,32,True,1,32,66882,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.004439027278075201,0.004439027278075201,7208.786519076194,225.27457872113106,19382154257263.34,94781355833.9824,206011574.76926586,19477141624672.09,0.0,0.0,0.0,212944422045965.72,0.7989353993397599,12800.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x64,gpu,a100_packed_hbm_bf16_execute,8192,32,True,1,32,138987,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.003669500879072596,0.0036695008790725964,8720.532043607918,272.51662636274745,23446761369245.938,114657834366.38231,249214002.1590953,23561668417614.48,0.0,0.0,0.0,257600728090001.12,1.3208723292507774,25600.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x1,gpu,a100_bf16_expanded,8192,32,False,1,32,0,86037911455.85335,308287406367.21265,28966912.0,50912.0,29539565568.0,0.28049733049910885,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x2,gpu,a100_bf16_expanded,8192,32,False,1,32,0,86037911455.85335,308287406367.21265,28966912.0,50912.0,29539565568.0,0.14071624623778972,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,800.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x4,gpu,a100_bf16_expanded,8192,32,False,1,32,0,86037911455.85335,308287406367.21265,28966912.0,50912.0,29539565568.0,0.07069309008360074,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1600.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x8,gpu,a100_bf16_expanded,8192,32,False,1,32,0,86037911455.85335,308287406367.21265,28966912.0,50912.0,29539565568.0,0.03573210067175285,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3200.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x16,gpu,a100_bf16_expanded,8192,32,True,1,32,8767,86037911455.85335,308287406367.21265,28966912.0,50912.0,29539565568.0,0.018742274554112575,0.018742274554112575,1707.3701437682926,53.35531699275914,16448772291598.186,49457240705.96348,86925628.7595313,16498316457932.908,0.0,0.0,0.0,50434972310689.06,1.6866157456818047,6400.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x32,gpu,a100_bf16_expanded,8192,32,True,1,32,27348,86037911455.85335,308287406367.21265,28966912.0,50912.0,29539565568.0,0.010866379147739852,0.010866379147739852,2944.8631936108936,92.02697480034043,28370757377017.785,85303592981.36572,149928874.91311783,28456210898874.062,0.0,0.0,0.0,86989979396458.88,1.955729131617584,12800.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x64,gpu,a100_bf16_expanded,8192,32,True,1,32,64511,86037911455.85335,308287406367.21265,28966912.0,50912.0,29539565568.0,0.007253309112825203,0.007253309112825203,4411.779437804193,137.86810743138102,42503001260776.69,127795626738.28352,224612514.73748705,42631021500029.71,0.0,0.0,0.0,130322047974571.12,2.610898762083053,25600.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-conservative,rom,official_packed,8192,32,True,3,96,7193,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.0013871181775425695,0.004162182212627708,23069.411473427215,240.25858285734938,62026374427793.06,303317360273.78815,659274036.4920602,303976634310.2802,62026374427793.06,0.0,0.0,681460392834474.8,0.24607778548045728,45000.0,compute_C5
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-central,rom,official_packed,8192,32,True,1,32,14421,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.000869621052184322,0.0008696210521843221,36797.637223273414,1149.9261632272942,98937245412519.11,483816511735.99,1051597126.9358915,484868108862.9259,98937245412519.11,0.0,0.0,1086986217504362.5,0.0719276664730675,15000.0,compute_C5
DeepSeek-V4-Flash-0731,ROM-wafer-N7-HBM2e-aggressive,rom,official_packed,8192,32,True,1,32,21631,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.00029237712995646033,0.00029237712995646033,109447.68492927376,3420.240154039805,294270319531030.94,1439021663776.009,3127778838.7080154,1442149442614.717,294270319531030.94,0.0,0.0,3233037065234087.5,0.024182952603364005,15000.0,compute_C5
DeepSeek-V4-Flash-0731,N7-SRAM-rich-Graphcore-style-derived-control,sram,official_packed,8192,32,True,5,160,364,86037911455.85335,86037911455.85335,13148032.0,28577.84375,29539565568.0,0.00024772197849968445,0.0012402652524984223,129177.0725948758,806.2791390676907,347316422938883.25,1698424284143.75,3691602196.6987677,0.0,0.0,347316422938883.25,1702115886340.4487,3815834605798629.5,0.058642401659558814,75000.0,compute_C5
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x1,gpu,a100_packed_hbm_bf16_execute,8192,64,False,1,64,0,122681219131.22423,122681219131.22423,13148032.0,28577.84375,29539565568.0,0.11143341383353032,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x2,gpu,a100_packed_hbm_bf16_execute,8192,64,False,1,64,0,122681219131.22423,122681219131.22423,13148032.0,28577.84375,29539565568.0,0.05644951595205928,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,800.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x4,gpu,a100_packed_hbm_bf16_execute,8192,64,True,1,64,3790,122681219131.22423,122681219131.22423,13148032.0,28577.84375,29539565568.0,0.028692338964264933,0.028692338964264933,2230.5605715765882,34.85250893088419,4275748285422.753,29327481773.02727,63744611.48942643,4305139511807.2695,0.0,0.0,0.0,65889790257482.19,0.3227526529520801,1600.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x8,gpu,a100_packed_hbm_bf16_execute,8192,64,True,1,64,12803,122681219131.22423,122681219131.22423,13148032.0,28577.84375,29539565568.0,0.014864338705695609,0.014864338705695609,4305.606947416836,67.27510855338807,8253392334515.099,56610257924.058876,123044962.59219281,8310125637401.75,0.0,0.0,0.0,127185758733255.95,0.3344101544050928,3200.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x16,gpu,a100_packed_hbm_bf16_execute,8192,64,True,1,64,30830,122681219131.22423,122681219131.22423,13148032.0,28577.84375,29539565568.0,0.00873682402096634,0.00873682402096634,7325.31636741394,114.4580682408428,14041855351191.453,96313494008.88223,209341746.56727317,14138378186946.902,0.0,0.0,0.0,216386663141567.66,0.3931130375469671,6400.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x32,gpu,a100_packed_hbm_bf16_execute,8192,64,True,1,64,66882,122681219131.22423,122681219131.22423,13148032.0,28577.84375,29539565568.0,0.006602521294253042,0.006602521294253042,9693.266730651334,151.4572926664271,18580965310631.902,127447381159.13911,277012662.05562717,18708689704453.098,0.0,0.0,0.0,286334888158188.06,0.5941603482509575,12800.0,gpu_weight_memory_C3
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-packed-HBM-BF16-execute-x64,gpu,a100_packed_hbm_bf16_execute,8192,64,True,1,64,138987,122681219131.22423,122681219131.22423,13148032.0,28577.84375,29539565568.0,0.00525202156502356,0.00525202156502356,12185.783932460472,190.40287394469487,23358856701623.977,160219077089.0761,348243429.19311595,23519424022142.246,0.0,0.0,0.0,359962763470397.0,0.9452579773766474,25600.0,collective_floor_C6
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x1,gpu,a100_bf16_expanded,8192,64,False,1,64,0,122681219131.22423,446238682321.55005,28966912.0,50912.0,29539565568.0,0.40779050409031903,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x2,gpu,a100_bf16_expanded,8192,64,False,1,64,0,122681219131.22423,446238682321.55005,28966912.0,50912.0,29539565568.0,0.20462806108045364,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,800.0,capacity_C7_C8_C9
DeepSeek-V4-Flash-0731,NVIDIA-A100-SXM-80GB-BF16-resident-x4,gpu,a100_bf16_expanded,8192,64,False,1,64,0,122681219131.22423,446238682321.55005,28966912.0,50912.0,29539565568.0,0.10278161152846212,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1600.0,capacity_C7_C8_C9
